cause_of_death,year_of_death,county_of_residence,deaths,population,crude_rate,age_adjusted_rate,variance
All-site Cancer,2015,Gilpin,7,5792.727123,120.8411833,167.8678178,4904.276909
All-site Cancer,2015,Grand,14,14726,95.06994432,84.12833354,600.5937738
All-site Cancer,2015,Gunnison,16,16134,99.16945581,100.4287629,722.5321894
All-site Cancer,2015,Hinsdale,,757.5482566,,,
All-site Cancer,2015,Huerfano,22,6386,344.5036016,162.2050221,1301.13972
All-site Cancer,2015,Jackson,,1352,,,
All-site Cancer,2015,Jefferson,911,565118,161.2052704,135.9166008,21.20532827
All-site Cancer,2015,Kiowa,8,1379.87571,579.7623615,330.5319596,15251.0814
All-site Cancer,2015,Kit Carson,12,8205,146.2522852,100.1423665,848.2777878
All-site Cancer,2015,Lake,8,7399,108.1227193,140.3328428,2546.162106
All-site Cancer,2015,La Plata,80,54758,146.0973739,131.6172265,233.5112393
All-site Cancer,2015,Larimer,465,333473,139.441574,126.4011248,35.77905984
All-site Cancer,2015,Las Animas,34,14047,242.0445647,140.083657,604.4812226
All-site Cancer,2015,Lincoln,10,5548,180.2451334,138.7760595,1898.801477
All-site Cancer,2015,Logan,42,22016,190.7703488,145.5026712,513.6585332
All-site Cancer,2015,Mesa,307,148664,206.5059463,153.8965706,79.88380958
All-site Cancer,2015,Mineral,,735.4752938,,,
All-site Cancer,2015,Moffat,18,12952,138.9746757,108.5977022,677.0615344
All-site Cancer,2015,Montezuma,62,25690,241.3390424,163.1473363,467.7973971
All-site Cancer,2015,Montrose,90,40580,221.7841301,142.3245981,241.2689548
All-site Cancer,2015,Morgan,53,28215,187.8433457,155.2070704,458.2984273
All-site Cancer,2015,Otero,41,18182,225.497745,144.9483456,534.3353751
All-site Cancer,2015,Ouray,3,4597,65.25995214,34.63213415,454.2927445
All-site Cancer,2015,Park,19,16714,113.6771569,60.35037269,230.5578809
All-site Cancer,2015,Phillips,13,4328,300.3696858,198.9611019,3514.98993
All-site Cancer,2015,Pitkin,19,17948,105.8613773,94.50493625,550.5458623
All-site Cancer,2015,Prowers,28,11928,234.741784,177.9911506,1148.103697
All-site Cancer,2015,Pueblo,305,162717,187.4420005,141.3581231,67.25274102
All-site Cancer,2015,Rio Blanco,12,6484,185.0709439,162.8352741,2337.285339
All-site Cancer,2015,Rio Grande,24,11336,211.7148906,141.7858511,851.1818774
All-site Cancer,2015,Routt,22,24370,90.27492819,104.6940676,595.2957113
All-site Cancer,2015,Saguache,15,6265,239.4253791,161.5363935,1880.679762
All-site Cancer,2015,San Juan,,681.3053652,,,
All-site Cancer,2015,San Miguel,10,7838,127.5835672,178.5852063,4518.344778
All-site Cancer,2015,Sedgwick,3,2368.012051,126.6885445,69.67502673,1618.270984
All-site Cancer,2015,Summit,16,30051,53.24282054,55.60374523,225.1227398
All-site Cancer,2015,Teller,32,23356,137.009762,93.09675198,319.4002244
All-site Cancer,2015,Washington,15,4619,324.7456159,209.3673858,2929.548306
All-site Cancer,2015,Weld,368,285027,129.1105755,142.5786587,56.66746916
All-site Cancer,2015,Yuma,16,10061,159.0299175,128.918416,1066.552866
All-site Cancer,2015,Unknown,3,,,,
All-site Cancer,2016,Colorado,7926,5542174.734,143.0124524,136.9133347,2.450620985
All-site Cancer,2016,Adams,622,498007,124.8978428,158.948475,42.58333843
All-site Cancer,2016,Alamosa,21,16035,130.9635173,122.7977425,747.5356699
All-site Cancer,2016,Arapahoe,861,638513,134.8445529,136.0561441,22.37524599
All-site Cancer,2016,Archuleta,23,12843,179.0858834,114.1433802,662.4734484
All-site Cancer,2016,Baca,12,3525,340.4255319,169.3603461,2881.912378
All-site Cancer,2016,Bent,20,5637,354.7986518,257.9366314,3317.036628
All-site Cancer,2016,Boulder,415,322201,128.8015866,124.6145303,39.42139341
All-site Cancer,2016,Broomfield,81,66449,121.897997,117.3486171,170.5500917
All-site Cancer,2016,Chaffee,39,19116,204.0175769,120.5674595,404.387854
All-site Cancer,2016,Cheyenne,,1854,,,
All-site Cancer,2016,Clear Creek,15,9392,159.7103918,140.3901106,1452.347652
All-site Cancer,2016,Conejos,15,8022,186.9857891,132.5147704,1162.701035
All-site Cancer,2016,Costilla,8,3706,215.866163,108.26393,1466.820014
All-site Cancer,2016,Crowley,14,5252,266.5651181,224.344511,3544.004195
All-site Cancer,2016,Custer,17,4577,371.422329,182.457643,2348.355978
All-site Cancer,2016,Delta,77,30372,253.5229817,145.5564499,309.440707
All-site Cancer,2016,Denver,938,697744,134.4332592,145.7439786,23.78117452
All-site Cancer,2016,Dolores,,2046.995179,,,
All-site Cancer,2016,Douglas,333,328548,101.3550531,126.6750973,54.05854517
All-site Cancer,2016,Eagle,34,54529,62.3521429,88.21641486,339.0607392
All-site Cancer,2016,Elbert,37,25112,147.3399172,133.0022541,582.8936356
All-site Cancer,2016,El Paso,965,689481,139.960347,149.8423099,24.14416308
All-site Cancer,2016,Fremont,114,46995,242.5789978,156.4328538,218.3970937
All-site Cancer,2016,Garfield,65,58930,110.3003564,120.3614024,239.0067811
All-site Cancer,2016,Gilpin,6,5906,101.5916018,103.0203116,2410.744344
All-site Cancer,2016,Grand,10,15179,65.88049279,65.45399593,471.2933456
All-site Cancer,2016,Gunnison,15,16449,91.19095386,117.2003921,1013.239614
All-site Cancer,2016,Hinsdale,,779.0876185,,,
All-site Cancer,2016,Huerfano,14,6568,213.1546894,94.21478037,637.5929742
All-site Cancer,2016,Jackson,3,1354.923913,221.414647,130.828188,5825.421342
All-site Cancer,2016,Jefferson,895,571648,156.5648791,130.3482278,19.84816797
All-site Cancer,2016,Kiowa,6,1340.806167,447.4919751,228.2351119,8589.585269
All-site Cancer,2016,Kit Carson,15,7639,196.3607802,124.6795702,1046.359321
All-site Cancer,2016,Lake,10,7535,132.7140013,147.5071571,2279.257524
All-site Cancer,2016,La Plata,75,55414,135.3448587,116.0341174,195.0893917
All-site Cancer,2016,Larimer,512,339182,150.9514066,135.2721184,37.09993256
All-site Cancer,2016,Las Animas,29,14073,206.0683579,127.4388846,605.5140148
All-site Cancer,2016,Lincoln,12,5552,216.1383285,158.8200818,2086.518109
All-site Cancer,2016,Logan,50,21963,227.6556026,180.0735886,673.130398
All-site Cancer,2016,Mesa,293,150321,194.9162126,141.6057483,71.81804717
All-site Cancer,2016,Mineral,,749.9263177,,,
All-site Cancer,2016,Moffat,20,13164,151.9295047,131.2116577,902.8063842
All-site Cancer,2016,Montezuma,46,25981,177.0524614,121.6612021,350.0681709
All-site Cancer,2016,Montrose,98,41160,238.0952381,147.8014323,239.8676759
All-site Cancer,2016,Morgan,72,28152,255.7544757,210.6718901,625.1690962
All-site Cancer,2016,Otero,45,18203,247.211998,165.9682639,660.1768404
All-site Cancer,2016,Ouray,9,4778,188.3633319,109.4268492,1556.489238
All-site Cancer,2016,Park,22,17338,126.8889145,96.82695865,603.8916157
All-site Cancer,2016,Phillips,7,4286,163.3224452,99.85097025,1598.847576
All-site Cancer,2016,Pitkin,17,17972,94.59158691,84.72516186,483.1524397
All-site Cancer,2016,Prowers,35,11934,293.279705,225.609778,1487.866604
All-site Cancer,2016,Pueblo,326,164459,198.2256976,145.9735542,67.18496873
All-site Cancer,2016,Rio Blanco,11,6438,170.8605157,139.5787423,1861.556907
All-site Cancer,2016,Rio Grande,18,11335,158.8001764,111.5578499,711.7683949
All-site Cancer,2016,Routt,21,24711,84.9823965,84.28409485,406.7158798
All-site Cancer,2016,Saguache,18,6425,280.155642,173.8557163,1774.029438
All-site Cancer,2016,San Juan,3,682.531712,439.5400166,342.9325731,42308.00122
All-site Cancer,2016,San Miguel,7,8019,87.29267989,57.87120677,484.1221957
All-site Cancer,2016,Sedgwick,6,2390.462567,250.9974464,152.9536884,6067.843451
All-site Cancer,2016,Summit,16,30566,52.34574364,73.59819925,424.5853168
All-site Cancer,2016,Teller,46,24027,191.451284,133.6679794,449.4645501
All-site Cancer,2016,Washington,17,4669,364.1036625,213.2365074,2851.641565
All-site Cancer,2016,Weld,370,294867,125.4803013,133.0002082,49.3281236
All-site Cancer,2016,Yuma,18,10077,178.6245907,142.6283532,1189.523946
All-site Cancer,2016,Unknown,,,,,
All-site Cancer,2017,Colorado,7812,5615697.345,139.110061,129.5389585,2.221417491
All-site Cancer,2017,Adams,608,503890,120.6612554,145.7527842,36.66170972
All-site Cancer,2017,Alamosa,20,16094,124.2699143,128.5159672,853.0302474
All-site Cancer,2017,Arapahoe,823,644088,127.7775708,127.1356861,20.42333385
All-site Cancer,2017,Archuleta,34,13314,255.3702869,162.5618996,885.0241853
All-site Cancer,2017,Baca,12,3546,338.4094755,153.3998344,2093.358435
All-site Cancer,2017,Bent,11,5834,188.54988,137.0493001,1716.388452
All-site Cancer,2017,Boulder,375,323367,115.9673065,109.5772382,33.69191582
All-site Cancer,2017,Broomfield,75,68182,109.9997067,102.9966657,141.662367
All-site Cancer,2017,Chaffee,36,19661,183.1036061,113.6132062,404.1852147
All-site Cancer,2017,Cheyenne,10,1853.635295,539.4804482,342.2584528,12669.71462
All-site Cancer,2017,Clear Creek,12,9614,124.8179738,101.4345425,1001.651786
All-site Cancer,2017,Conejos,13,8120,160.0985222,106.3699571,873.1827805
All-site Cancer,2017,Costilla,10,3772,265.1113468,136.1840763,1850.412809
All-site Cancer,2017,Crowley,11,5825,188.8412017,162.3344768,2396.867729
All-site Cancer,2017,Custer,11,4854,226.6172229,124.6491053,2099.776116
All-site Cancer,2017,Delta,92,30578,300.8699065,171.4243606,367.0707065
All-site Cancer,2017,Denver,872,706615,123.405249,132.7392757,21.17374334
All-site Cancer,2017,Dolores,7,2039,343.3055419,227.0161515,7754.628778
All-site Cancer,2017,Douglas,293,336149,87.16372799,102.3712943,40.14770805
All-site Cancer,2017,Eagle,33,54905,60.10381568,79.23181588,246.46893
All-site Cancer,2017,Elbert,33,25733,128.2400031,122.9253415,554.5473489
All-site Cancer,2017,El Paso,976,701363,139.1576117,143.263877,21.82466635
All-site Cancer,2017,Fremont,105,47590,220.6345871,146.5407819,213.4821637
All-site Cancer,2017,Garfield,77,59145,130.1885197,135.3694338,253.1191991
All-site Cancer,2017,Gilpin,5,6008,83.22237017,41.98521485,355.0119833
All-site Cancer,2017,Grand,18,15363,117.1646163,89.64799611,496.2762094
All-site Cancer,2017,Gunnison,20,16891,118.4062519,128.9772529,935.7880437
All-site Cancer,2017,Hinsdale,,782.2823599,,,
All-site Cancer,2017,Huerfano,19,6619,287.0524248,131.7051823,1059.083109
All-site Cancer,2017,Jackson,5,1374.025278,363.8943242,195.5163186,7835.672841
All-site Cancer,2017,Jefferson,933,575722,162.0573819,132.1245399,19.59726086
All-site Cancer,2017,Kiowa,7,1364,513.1964809,271.6564617,10304.52148
All-site Cancer,2017,Kit Carson,14,7162,195.476124,139.5511044,1415.780973
All-site Cancer,2017,Lake,8,7710,103.7613489,95.34491632,1213.471132
All-site Cancer,2017,La Plata,68,55646,122.2010567,102.5077306,167.1098739
All-site Cancer,2017,Larimer,515,344267,149.5931937,128.117085,33.10263156
All-site Cancer,2017,Las Animas,39,14209,274.473925,158.1547865,701.7694248
All-site Cancer,2017,Lincoln,11,5526,199.0589939,125.6825854,1475.717523
All-site Cancer,2017,Logan,41,21864,187.5228686,132.085853,430.0220769
All-site Cancer,2017,Mesa,290,151965,190.8334156,137.3564385,68.16558586
All-site Cancer,2017,Mineral,,741.6460961,,,
All-site Cancer,2017,Moffat,28,13108,213.6100092,179.2194862,1188.328735
All-site Cancer,2017,Montezuma,53,26098,203.0806958,128.3570222,323.6815275
All-site Cancer,2017,Montrose,100,41786,239.314603,148.9725758,239.0440729
All-site Cancer,2017,Morgan,64,28266,226.4204344,182.5243087,527.5653857
All-site Cancer,2017,Otero,29,18367,157.8918713,102.7834757,378.7864454
All-site Cancer,2017,Ouray,5,4799,104.1883726,61.49777507,889.0945656
All-site Cancer,2017,Park,22,17882,123.028744,88.08689008,445.2327597
All-site Cancer,2017,Phillips,6,4294,139.7298556,61.16733431,673.1022273
All-site Cancer,2017,Pitkin,19,17972,105.7200089,70.99058549,302.8258713
All-site Cancer,2017,Prowers,29,11992,241.8278853,191.1998481,1297.013119
All-site Cancer,2017,Pueblo,349,165962,210.2891023,152.584054,69.15123614
All-site Cancer,2017,Rio Blanco,10,6351,157.4555188,132.6853059,1803.420886
All-site Cancer,2017,Rio Grande,24,11282,212.7282397,141.5057724,867.3568034
All-site Cancer,2017,Routt,20,25187,79.4060428,83.13437173,394.3822385
All-site Cancer,2017,Saguache,5,6646,75.23322299,40.77091128,342.2507526
All-site Cancer,2017,San Juan,,703.7554631,,,
All-site Cancer,2017,San Miguel,3,8036,37.33200597,46.28730244,1025.270035
All-site Cancer,2017,Sedgwick,7,2312,302.7681661,166.3918826,3915.756193
All-site Cancer,2017,Summit,15,30828,48.65706501,51.50539524,197.8331137
All-site Cancer,2017,Teller,34,24646,137.9534204,94.19288568,307.2014623
All-site Cancer,2017,Washington,7,4756,147.1825063,92.38360171,1424.511599
All-site Cancer,2017,Weld,417,305088,136.6818754,144.633012,51.32770665
All-site Cancer,2017,Yuma,20,9990,200.2002002,155.3007521,1210.375315
All-site Cancer,2017,Unknown,,,,,
All-site Cancer,2018,Colorado,7804,5696855.757,136.9878462,126.049087,2.098298419
All-site Cancer,2018,Adams,631,511707,123.3127552,147.968194,36.32232004
All-site Cancer,2018,Alamosa,21,16225,129.4298921,123.3952251,755.9609127
All-site Cancer,2018,Arapahoe,803,651710,123.2143131,122.6224297,19.36916889
All-site Cancer,2018,Archuleta,22,13734,160.1863987,84.48633613,358.3824623
All-site Cancer,2018,Baca,15,3554,422.0596511,218.6550598,4211.148314
All-site Cancer,2018,Bent,18,5819,309.3315003,229.9446136,3095.692441
All-site Cancer,2018,Boulder,438,325637,134.5055998,123.9866276,36.76944687
All-site Cancer,2018,Broomfield,88,69591,126.4531333,115.286686,151.3584259
All-site Cancer,2018,Chaffee,29,20063,144.5446842,77.16643295,206.2046352
All-site Cancer,2018,Cheyenne,9,1851.470374,486.1001357,324.4068786,11542.97015
All-site Cancer,2018,Clear Creek,15,9652,155.4082056,93.86548614,668.6146049
All-site Cancer,2018,Conejos,16,8139,196.584347,140.7703885,1334.599525
All-site Cancer,2018,Costilla,,3816,,,
All-site Cancer,2018,Crowley,5,5939,84.18925745,74.60905344,1114.339651
All-site Cancer,2018,Custer,10,4924,203.0869212,88.40295249,817.4875728
All-site Cancer,2018,Delta,95,30919,307.254439,166.4194279,323.3612148
All-site Cancer,2018,Denver,809,718184,112.6452274,119.2618361,18.40354845
All-site Cancer,2018,Dolores,6,2054,292.1129503,150.3083496,3728.68467
All-site Cancer,2018,Douglas,350,343326,101.943925,113.9347279,40.93061863
All-site Cancer,2018,Eagle,29,54891,52.8319761,66.44171544,191.4102588
All-site Cancer,2018,Elbert,49,26272,186.5103532,161.6140684,629.3803657
All-site Cancer,2018,El Paso,977,714386,136.7607988,139.5406635,20.58587993
All-site Cancer,2018,Fremont,101,47889,210.9043831,132.2258816,178.0153591
All-site Cancer,2018,Garfield,79,59827,132.0474034,124.8342763,210.2016399
All-site Cancer,2018,Gilpin,4,6104,65.53079948,73.19188569,1651.300238
All-site Cancer,2018,Grand,24,15501,154.8287207,127.5987233,737.7504674
All-site Cancer,2018,Gunnison,15,17188,87.2701885,99.85031699,722.148555
All-site Cancer,2018,Hinsdale,,794.7462606,,,
All-site Cancer,2018,Huerfano,26,6864,378.7878788,182.7001298,1567.690856
All-site Cancer,2018,Jackson,,1391.106754,,,
All-site Cancer,2018,Jefferson,922,579641,159.0639724,128.166265,18.54854971
All-site Cancer,2018,Kiowa,,1373,,,
All-site Cancer,2018,Kit Carson,7,7165,97.69713887,70.29423872,754.1683633
All-site Cancer,2018,Lake,5,7787,64.20958007,66.81713145,926.5712742
All-site Cancer,2018,La Plata,87,56371,154.3346756,127.5898075,199.8167253
All-site Cancer,2018,Larimer,481,350842,137.098751,117.5449321,29.56431365
All-site Cancer,2018,Las Animas,30,14493,206.9964811,120.5895834,522.2172422
All-site Cancer,2018,Lincoln,10,5591,178.8588803,119.8614938,1466.256703
All-site Cancer,2018,Logan,38,21816,174.1840851,130.7837405,471.5735078
All-site Cancer,2018,Mesa,272,153722,176.9427928,123.9770268,59.08365654
All-site Cancer,2018,Mineral,,753.6643342,,,
All-site Cancer,2018,Moffat,22,13192,166.767738,145.9280285,1000.129333
All-site Cancer,2018,Montezuma,53,26145,202.7156244,134.2705732,384.302167
All-site Cancer,2018,Montrose,80,42265,189.2819118,109.6467173,160.4906923
All-site Cancer,2018,Morgan,41,28736,142.6781737,115.794291,341.5480148
All-site Cancer,2018,Otero,44,18377,239.4297219,156.7168545,574.6497815
All-site Cancer,2018,Ouray,11,4808,228.7853577,121.3347806,1362.63875
All-site Cancer,2018,Park,35,18525,188.9338731,127.5426501,573.8930311
All-site Cancer,2018,Phillips,14,4275,327.4853801,199.4473838,3822.237482
All-site Cancer,2018,Pitkin,17,17947,94.72335209,66.30418286,283.4709015
All-site Cancer,2018,Prowers,26,12051,215.7497303,164.5629839,1076.252866
All-site Cancer,2018,Pueblo,355,167129,212.4107725,156.3076419,71.96209209
All-site Cancer,2018,Rio Blanco,11,6333,173.6933523,160.239326,2389.267459
All-site Cancer,2018,Rio Grande,23,11238,204.6627514,138.6127965,874.2782047
All-site Cancer,2018,Routt,25,25506,98.01615306,89.56863436,364.0683015
All-site Cancer,2018,Saguache,15,6853,218.8822414,127.9607278,1133.770681
All-site Cancer,2018,San Juan,,759.769602,,,
All-site Cancer,2018,San Miguel,7,8173,85.64786492,98.54899508,1826.672107
All-site Cancer,2018,Sedgwick,8,2266,353.0450132,168.7434002,3691.054309
All-site Cancer,2018,Summit,20,30813,64.90766884,61.32771306,217.9973278
All-site Cancer,2018,Teller,42,25094,167.3706862,109.2488794,331.5105237
All-site Cancer,2018,Washington,12,4721,254.1834357,142.6184461,1734.506277
All-site Cancer,2018,Weld,380,314169,120.9540088,128.8733566,44.62618599
All-site Cancer,2018,Yuma,19,9973,190.5143889,150.7399662,1247.171856
All-site Cancer,2018,Unknown,,,,,
All-site Cancer,2019,Colorado,7970,5763936.224,138.2735632,123.923708,1.981720869
All-site Cancer,2019,Adams,685,517885,132.2687469,153.7234315,36.02312995
All-site Cancer,2019,Alamosa,26,16181,160.6822817,152.8512231,935.5823766
All-site Cancer,2019,Arapahoe,840,656822,127.8885299,121.9709125,18.32795756
All-site Cancer,2019,Archuleta,20,14002,142.8367376,70.08774389,277.9370472
All-site Cancer,2019,Baca,12,3556,337.4578178,169.6303011,2480.987955
All-site Cancer,2019,Bent,5,5798,86.23663332,64.38003603,989.4112083
All-site Cancer,2019,Boulder,423,327164,129.292954,116.4548422,33.45529548
All-site Cancer,2019,Broomfield,80,70762,113.0550295,99.38913295,123.6029994
All-site Cancer,2019,Chaffee,52,20361,255.3902068,132.6613632,347.2414773
All-site Cancer,2019,Cheyenne,6,1821.988432,329.3105431,173.6345454,4940.061086
All-site Cancer,2019,Clear Creek,15,9740,154.0041068,118.5706628,1060.518939
All-site Cancer,2019,Conejos,17,8161,208.3078054,139.131698,1173.929133
All-site Cancer,2019,Costilla,7,3872,180.785124,116.5308606,2698.905769
All-site Cancer,2019,Crowley,7,6032,116.0477454,101.1695847,1456.992217
All-site Cancer,2019,Custer,7,5059,138.3672663,68.71756653,697.53149
All-site Cancer,2019,Delta,85,31173,272.6718635,156.2295855,349.9168191
All-site Cancer,2019,Denver,857,729239,117.5197706,122.5388238,18.27820176
All-site Cancer,2019,Dolores,4,2037,196.3672067,103.0131136,2717.858718
All-site Cancer,2019,Douglas,358,351528,101.8411051,112.178419,38.53877636
All-site Cancer,2019,Eagle,41,55070,74.45069911,87.77912561,230.9833394
All-site Cancer,2019,Elbert,35,26686,131.1549127,110.9010602,412.942025
All-site Cancer,2019,El Paso,979,722493,135.5030429,134.9672565,19.18869164
All-site Cancer,2019,Fremont,118,47645,247.6650226,158.9296497,228.2745212
All-site Cancer,2019,Garfield,73,60168,121.3269512,116.2896816,197.1743874
All-site Cancer,2019,Gilpin,10,6215,160.9010459,153.4326296,2662.278079
All-site Cancer,2019,Grand,17,15718,108.156254,77.82192281,389.6230416
All-site Cancer,2019,Gunnison,18,17495,102.886539,94.00322386,529.455737
All-site Cancer,2019,Hinsdale,3,810.6457411,370.0753422,170.0626301,10689.61803
All-site Cancer,2019,Huerfano,27,6854,393.9305515,162.9092943,983.6502097
All-site Cancer,2019,Jackson,5,1381.20671,362.0022959,187.8176762,6933.397378
All-site Cancer,2019,Jefferson,919,583081,157.6110352,123.7330727,17.40160707
All-site Cancer,2019,Kiowa,,1395,,,
All-site Cancer,2019,Kit Carson,10,7128,140.291807,107.6870185,1163.57121
All-site Cancer,2019,Lake,9,8081,111.3723549,96.63504688,1095.709701
All-site Cancer,2019,La Plata,76,56272,135.0582883,105.7819196,157.9993977
All-site Cancer,2019,Larimer,452,356938,126.6326365,104.3125296,24.8024513
All-site Cancer,2019,Las Animas,40,14493,275.9953081,146.4241087,536.7479525
All-site Cancer,2019,Lincoln,13,5692,228.3907238,155.3938708,1876.744264
All-site Cancer,2019,Logan,42,21914,191.6583006,140.8306992,480.36074
All-site Cancer,2019,Mesa,317,154933,204.604571,138.699111,63.01407017
All-site Cancer,2019,Mineral,4,745.1838051,536.7803182,207.9840522,10682.43883
All-site Cancer,2019,Moffat,17,13252,128.2825234,104.1351103,663.0966617
All-site Cancer,2019,Montezuma,56,26160,214.0672783,136.760393,355.5089853
All-site Cancer,2019,Montrose,95,42765,222.1442769,130.3094326,193.5293248
All-site Cancer,2019,Morgan,50,28984,172.5089705,133.1200462,361.3583266
All-site Cancer,2019,Otero,46,18281,251.6273727,160.5671667,582.0918428
All-site Cancer,2019,Ouray,8,4934,162.1402513,85.37065868,935.0094667
All-site Cancer,2019,Park,15,18844,79.60093398,40.95999206,123.6679198
All-site Cancer,2019,Phillips,6,4278,140.2524544,65.72996457,770.2290066
All-site Cancer,2019,Pitkin,16,17756,90.11038522,55.18776875,211.1975799
All-site Cancer,2019,Prowers,23,12122,189.7376671,136.7942518,817.6895246
All-site Cancer,2019,Pueblo,350,168110,208.1970139,149.5177171,67.11388181
All-site Cancer,2019,Rio Blanco,10,6307,158.5539876,124.8630909,1577.182472
All-site Cancer,2019,Rio Grande,21,11238,186.8659904,130.7326496,861.2386022
All-site Cancer,2019,Routt,30,25652,116.9499454,117.3582195,495.7205314
All-site Cancer,2019,Saguache,12,6824,175.8499414,124.0221631,1349.727086
All-site Cancer,2019,San Juan,,721.3633718,,,
All-site Cancer,2019,San Miguel,11,8174,134.5730365,133.8528473,1834.238224
All-site Cancer,2019,Sedgwick,3,2225.836381,134.7807964,57.8344278,1171.539313
All-site Cancer,2019,Summit,13,30983,41.95849337,43.11530881,161.5950263
All-site Cancer,2019,Teller,50,25355,197.1997634,125.1073604,357.8082007
All-site Cancer,2019,Washington,6,4742,126.5288908,72.58560006,902.7740769
All-site Cancer,2019,Weld,402,323763,124.1648984,128.5175137,41.77707082
All-site Cancer,2019,Yuma,15,10063,149.0609162,110.2741931,825.9514643
All-site Cancer,2019,Unknown,,,,,
All-site Cancer,2020,Colorado,8240,5784584,142.4475814,128.3833573,2.063441932
All-site Cancer,2020,Adams,618,520433,118.7472739,134.4065133,30.80927966
All-site Cancer,2020,Alamosa,21,16371,128.2756093,108.3025538,568.6946022
All-site Cancer,2020,Arapahoe,869,655212,132.6288285,128.0491366,19.37871164
All-site Cancer,2020,Archuleta,20,13428,148.9425082,78.68960942,375.6096114
All-site Cancer,2020,Baca,14,3478,402.5301898,204.0737022,3028.757743
All-site Cancer,2020,Bent,9,5477,164.3235348,113.7921462,1462.706604
All-site Cancer,2020,Boulder,437,330923,132.0548889,117.8873832,32.65306239
All-site Cancer,2020,Broomfield,101,74494,135.5813891,124.7200123,156.6222174
All-site Cancer,2020,Chaffee,47,19478,241.2978745,133.1459861,406.3961033
All-site Cancer,2020,Cheyenne,9,1744,516.0550459,370.3392207,16878.16984
All-site Cancer,2020,Clear Creek,14,9397,148.9837182,101.8937228,962.9562332
All-site Cancer,2020,Conejos,17,7454,228.0654682,161.8282608,1663.674078
All-site Cancer,2020,Costilla,6,3503,171.2817585,105.4979491,2179.646404
All-site Cancer,2020,Crowley,11,5696,193.1179775,162.1454925,2495.710165
All-site Cancer,2020,Custer,12,4720,254.2372881,138.9860995,2649.78775
All-site Cancer,2020,Delta,86,31052,276.9547855,141.5483454,244.5191807
All-site Cancer,2020,Denver,865,717545,120.5499307,132.7365936,20.88831891
All-site Cancer,2020,Dolores,,2078,,,
All-site Cancer,2020,Douglas,394,360272,109.3618155,113.0588243,34.41814111
All-site Cancer,2020,Eagle,29,55667,52.09549643,60.80547274,156.4935878
All-site Cancer,2020,Elbert,40,26220,152.5553013,122.290964,432.9490745
All-site Cancer,2020,El Paso,1006,732366,137.3630125,132.3187178,18.0504637
All-site Cancer,2020,Fremont,116,48881,237.3110206,144.0111555,185.1057612
All-site Cancer,2020,Garfield,71,61791,114.9034649,114.8001072,196.5319158
All-site Cancer,2020,Gilpin,9,5823,154.5595054,120.881962,2762.549922
All-site Cancer,2020,Grand,12,15748,76.2001524,62.6538894,379.8185209
All-site Cancer,2020,Gunnison,20,16946,118.0219521,128.0079736,867.864935
All-site Cancer,2020,Hinsdale,,792,,,
All-site Cancer,2020,Huerfano,32,6833,468.3155276,269.0465063,3006.49369
All-site Cancer,2020,Jackson,5,1378,362.8447025,202.4747611,8230.564695
All-site Cancer,2020,Jefferson,921,583063,157.958917,123.6682654,17.11194762
All-site Cancer,2020,Kiowa,,1454,,,
All-site Cancer,2020,Kit Carson,10,7067,141.5027593,88.46834478,784.389931
All-site Cancer,2020,Lake,5,7412,67.45817593,94.55645848,1938.829126
All-site Cancer,2020,La Plata,80,55668,143.7091327,110.9028169,167.5613365
All-site Cancer,2020,Larimer,516,359920,143.3651923,117.5469175,27.84961988
All-site Cancer,2020,Las Animas,30,14479,207.1966296,119.0208828,495.9312966
All-site Cancer,2020,Lincoln,11,5662,194.2776404,146.262396,2002.049721
All-site Cancer,2020,Logan,50,21203,235.8156865,176.3720697,652.8823167
All-site Cancer,2020,Mesa,301,155993,192.9573763,132.5845221,61.41385353
All-site Cancer,2020,Mineral,,871,,,
All-site Cancer,2020,Moffat,26,13265,196.0045232,174.6664221,1231.904425
All-site Cancer,2020,Montezuma,54,25888,208.5908529,125.0656896,295.9584181
All-site Cancer,2020,Montrose,89,42810,207.8953516,124.148328,189.9016894
All-site Cancer,2020,Morgan,64,29078,220.0976683,167.1300948,444.415166
All-site Cancer,2020,Otero,49,18668,262.4812513,189.4970921,820.2267585
All-site Cancer,2020,Ouray,7,4876,143.5602953,93.23987327,1324.14968
All-site Cancer,2020,Park,32,17416,183.7390905,123.8780715,659.0729963
All-site Cancer,2020,Phillips,10,4523,221.0921955,114.8989322,1410.801722
All-site Cancer,2020,Pitkin,16,17355,92.19245174,60.36787316,252.6667978
All-site Cancer,2020,Prowers,31,12012,258.0752581,188.0762186,1176.921234
All-site Cancer,2020,Pueblo,383,168311,227.5549429,160.3651702,70.93771652
All-site Cancer,2020,Rio Blanco,13,6521,199.355927,160.8858746,2076.040332
All-site Cancer,2020,Rio Grande,31,11536,268.7239945,185.260023,1208.707018
All-site Cancer,2020,Routt,29,24834,116.7753886,106.1137426,458.1056852
All-site Cancer,2020,Saguache,21,6390,328.6384977,185.8356674,1886.751166
All-site Cancer,2020,San Juan,,711,,,
All-site Cancer,2020,San Miguel,13,8055,161.3904407,230.9447596,4426.794207
All-site Cancer,2020,Sedgwick,14,2391,585.5290673,297.1489775,8005.81229
All-site Cancer,2020,Summit,21,30996,67.75067751,111.4742974,1005.814089
All-site Cancer,2020,Teller,44,24745,177.8136997,113.9680565,380.8707047
