cause_of_death,year_of_death,county_of_residence,deaths,population,crude_rate,age_adjusted_rate,variance
All Causes,1985,Las Animas,163,14286.57,1140.931658,884.6766881,4899.252854
All Causes,1985,Lincoln,51,4633.48,1100.684583,864.7920591,14270.52895
All Causes,1985,Logan,163,19108.5,853.0235236,836.8043644,4056.168743
All Causes,1985,Mesa,682,88066.74,774.4126784,882.7720142,1098.432005
All Causes,1985,Mineral,4,881.99,453.5198812,489.5280274,64953.20816
All Causes,1985,Moffat,63,13331.55,472.5632053,785.6117811,10278.70091
All Causes,1985,Montezuma,109,19328.53,563.9332117,741.1712557,4967.97113
All Causes,1985,Montrose,238,24434.56,974.030226,991.2167524,3802.669904
All Causes,1985,Morgan,218,22476.52,969.9010345,956.5852704,4004.453194
All Causes,1985,Otero,255,21805.57,1169.425977,1022.822509,4027.015239
All Causes,1985,Ouray,10,2175.48,459.6686708,661.1566626,40892.88686
All Causes,1985,Park,31,6646.55,466.4073843,996.3133315,37458.18573
All Causes,1985,Phillips,60,4466.5,1343.333707,943.8200304,15560.26255
All Causes,1985,Pitkin,27,11361.53,237.6440497,591.0612425,26109.38551
All Causes,1985,Prowers,120,14419.5,832.2063872,952.8504568,7173.768598
All Causes,1985,Pueblo,1127,121952.68,924.1289326,949.8562015,773.4126215
All Causes,1985,Rio Blanco,37,6635.53,557.6042908,999.5405127,26613.89121
All Causes,1985,Rio Grande,115,11591.55,992.1020053,1038.88552,8841.922708
All Causes,1985,Routt,62,14241.51,435.3470945,1074.101439,18349.22211
All Causes,1985,Saguache,34,4445.47,764.823517,822.1745563,19553.84441
All Causes,1985,San Juan,5,808.63,618.3297676,717.2176809,104295.0877
All Causes,1985,San Miguel,5,3234.5,154.5833977,273.5784503,15761.79965
All Causes,1985,Sedgwick,39,3036.52,1284.364997,940.6981325,22103.61657
All Causes,1985,Summit,25,12911.14,193.6312363,525.259401,53307.39393
All Causes,1985,Teller,62,11350.49,546.2319248,1019.304929,18985.78211
All Causes,1985,Washington,61,5441.53,1121.008246,1007.205804,15803.49188
All Causes,1985,Weld,830,130445.69,636.2801255,853.891471,849.0632345
All Causes,1985,Yuma,95,9898.55,959.7365271,808.2964874,6559.550869
All Causes,1985,Unknown,,,,,
All Causes,1986,Colorado,20768,3243844.91,640.2278955,883.9271226,36.58020042
All Causes,1986,Adams,1425,268689.13,530.3526793,859.9292196,561.3903909
All Causes,1986,Alamosa,84,13381.49,627.7327861,888.1389667,9095.588002
All Causes,1986,Arapahoe,1693,387290.27,437.1398228,870.8948053,493.8697665
All Causes,1986,Archuleta,40,5380.5,743.4253322,1185.777699,36824.22769
All Causes,1986,Baca,56,4632.54,1208.840075,923.3044782,14769.00842
All Causes,1986,Bent,66,5774.5,1142.9561,975.8317664,14188.22974
All Causes,1986,Boulder,1007,211886.98,475.2533639,765.0602517,571.7477988
All Causes,1986,Broomfield,,,,,
All Causes,1986,Chaffee,136,12518.48,1086.393875,1071.59407,8039.713062
All Causes,1986,Cheyenne,24,2231.32,1075.596508,914.2846396,33902.5921
All Causes,1986,Clear Creek,37,8204.47,450.9736765,893.6554942,23141.85757
All Causes,1986,Conejos,79,7992.55,988.4204666,1136.928117,15718.09806
All Causes,1986,Costilla,36,3352.52,1073.819097,1034.549819,28799.49021
All Causes,1986,Crowley,42,3030.51,1385.905343,937.4305354,21322.98571
All Causes,1986,Custer,18,2120.51,848.8523987,1195.983755,65657.25473
All Causes,1986,Delta,222,22398.56,991.1351444,754.7085709,2612.52404
All Causes,1986,Denver,4624,497060.39,930.2692576,963.4260027,195.3744939
All Causes,1986,Dolores,11,1574.64,698.5723721,728.0598315,47727.24573
All Causes,1986,Douglas,122,45699.63,266.9605859,652.3419689,4208.557741
All Causes,1986,Eagle,56,18898.54,296.3191866,792.9211788,22048.61463
All Causes,1986,Elbert,49,8838.52,554.3914592,878.5711689,15076.52402
All Causes,1986,El Paso,2010,379350.85,529.8525099,874.2971653,392.1527515
All Causes,1986,Fremont,344,31175.55,1103.428809,849.0527188,2127.11303
All Causes,1986,Garfield,173,26236.54,659.3857269,863.1479643,4134.680062
All Causes,1986,Gilpin,12,3282.56,365.5683369,634.8700588,36123.51247
All Causes,1986,Grand,30,9185,326.6194883,807.0780905,28048.40123
All Causes,1986,Gunnison,51,10935.54,466.3692877,963.3871376,18887.05298
All Causes,1986,Hinsdale,3,513.52,584.2031469,528.1109618,99401.14885
All Causes,1986,Huerfano,80,6797.54,1176.896348,898.1134578,9612.945364
All Causes,1986,Jackson,7,1753.49,399.2038734,410.1730473,23841.05255
All Causes,1986,Jefferson,2149,427116.32,503.1416266,925.8085388,417.9502593
All Causes,1986,Kiowa,15,1843.49,813.6740639,874.4844741,50440.7087
All Causes,1986,Kit Carson,75,7418.54,1010.980597,923.1117681,10752.93407
All Causes,1986,Lake,35,6496.37,538.7624166,898.6835101,33425.72088
All Causes,1986,La Plata,204,30835.58,661.5734162,930.1097215,4102.570119
All Causes,1986,Larimer,1085,175025.93,619.9081473,875.6164883,668.8256143
All Causes,1986,Las Animas,191,14158.53,1349.010102,1021.204455,5509.802846
All Causes,1986,Lincoln,47,4476.47,1049.934435,776.1344996,12737.73661
All Causes,1986,Logan,154,18212.53,845.5717026,781.1257226,3799.699694
All Causes,1986,Mesa,717,85607.73,837.5411893,890.8312291,1056.668529
All Causes,1986,Mineral,5,816.76,612.1749351,708.4349576,102466.9025
All Causes,1986,Moffat,60,12724.56,471.5290745,775.7966965,10214.29512
All Causes,1986,Montezuma,149,18880.53,789.1727616,963.5877229,5957.437193
All Causes,1986,Montrose,200,23878.58,837.5707433,809.7492225,3121.719646
All Causes,1986,Morgan,223,21553.56,1034.631866,969.9710765,4000.726387
All Causes,1986,Otero,212,21502.56,985.9291173,836.5959333,3217.186151
All Causes,1986,Ouray,16,2044.51,782.5836019,978.3805839,54531.84006
All Causes,1986,Park,25,6905.51,362.0297415,520.5262908,13353.62244
All Causes,1986,Phillips,47,4490.45,1046.665702,775.5205712,14103.63084
All Causes,1986,Pitkin,33,12013.54,274.6900581,539.7032077,13380.23893
All Causes,1986,Prowers,126,14173.53,888.9810795,1002.339329,7532.261309
All Causes,1986,Pueblo,1126,122410.74,919.8539279,929.4710935,738.8840199
All Causes,1986,Rio Blanco,30,6485.54,462.5674963,785.6485603,20340.56947
All Causes,1986,Rio Grande,95,11951.53,794.8773086,818.4958638,6717.269251
All Causes,1986,Routt,55,13908.55,395.4402148,886.1537482,14877.80331
All Causes,1986,Saguache,41,4643.57,882.9413576,973.0792506,23224.74792
All Causes,1986,San Juan,6,799.59,750.3845721,1170.128361,257106.7508
All Causes,1986,San Miguel,12,3419.5,350.9284983,649.6645847,38394.65764
All Causes,1986,Sedgwick,27,2870.53,940.5928522,639.1193842,14919.4143
All Causes,1986,Summit,17,13319.76,127.6299273,426.863278,29691.90196
All Causes,1986,Teller,58,11845.53,489.636175,992.6352862,17740.09072
All Causes,1986,Washington,52,5239.48,992.4649011,923.3774793,15827.6684
All Causes,1986,Weld,840,129794.85,647.1751383,847.7052392,822.0881703
All Causes,1986,Yuma,104,9628.54,1080.12222,880.1725605,7150.954318
All Causes,1986,Unknown,,,,,
All Causes,1987,Colorado,21089,3263396.43,646.2285675,873.1407582,34.96006532
All Causes,1987,Adams,1540,269369.38,571.7056631,929.8596466,590.5677546
All Causes,1987,Alamosa,90,13472.55,668.0249841,956.006214,9571.305936
All Causes,1987,Arapahoe,1665,388733.45,428.3140543,777.5313065,403.7483731
All Causes,1987,Archuleta,30,5310.53,564.9153663,762.1128565,21896.95433
All Causes,1987,Baca,48,4604.48,1042.462993,808.1001012,13171.92241
All Causes,1987,Bent,55,5477.45,1004.116879,832.0483217,12403.39399
All Causes,1987,Boulder,1061,214267.93,495.1744295,781.0232253,560.5887991
All Causes,1987,Broomfield,,,,,
All Causes,1987,Chaffee,107,12498.53,856.1006774,816.5937797,6005.348841
All Causes,1987,Cheyenne,27,2143.2,1259.798432,1097.815227,40423.40657
All Causes,1987,Clear Creek,26,7867.51,330.4730468,674.5963645,18579.56399
All Causes,1987,Conejos,71,8135.5,872.7183332,988.4838417,12571.78497
All Causes,1987,Costilla,24,3394.5,707.0260716,638.0136361,17182.50375
All Causes,1987,Crowley,33,3117.5,1058.540497,706.3889944,15419.97158
All Causes,1987,Custer,6,2095.52,286.3251126,386.0603122,25786.69431
All Causes,1987,Delta,266,21827.56,1218.642853,904.1147648,3153.543502
All Causes,1987,Denver,4509,490320.31,919.6029428,943.322481,192.175237
All Causes,1987,Dolores,13,1539.54,844.4080699,839.0501233,52016.60811
All Causes,1987,Douglas,133,48889.61,272.0414419,689.0745923,4429.101899
All Causes,1987,Eagle,61,19047.55,320.2511609,1051.692935,30449.4978
All Causes,1987,Elbert,40,9385.54,426.1875183,704.543621,12221.95717
All Causes,1987,El Paso,2118,392766.95,539.251075,894.2554953,382.6516679
All Causes,1987,Fremont,358,31439.54,1138.693505,843.5555355,2026.924432
All Causes,1987,Garfield,193,26432.52,730.1611802,911.5471999,4100.157659
All Causes,1987,Gilpin,10,3324.55,300.7925885,570.3796988,31810.40606
All Causes,1987,Grand,37,8953.52,413.2452935,776.1329749,18545.4789
All Causes,1987,Gunnison,58,10900.5,532.0856841,1151.193724,22247.00458
All Causes,1987,Hinsdale,,553.55,,,
All Causes,1987,Huerfano,69,6545.53,1054.154515,770.491794,8515.097802
All Causes,1987,Jackson,12,1820.52,659.1523301,754.6119985,47315.61494
All Causes,1987,Jefferson,2161,430233.52,502.2853635,887.6268528,378.500509
All Causes,1987,Kiowa,16,1803.48,887.1736864,860.0367014,50524.40336
All Causes,1987,Kit Carson,51,7286.51,699.9235574,627.4808057,7567.132107
All Causes,1987,Lake,32,6090.91,525.3730559,852.8085004,31123.64139
All Causes,1987,La Plata,192,30961.46,620.1257951,854.4872932,3656.770906
All Causes,1987,Larimer,1015,178196.98,569.5943893,775.0423195,569.8178177
All Causes,1987,Las Animas,197,14442.53,1364.02694,1027.959427,5340.294298
All Causes,1987,Lincoln,51,4487.55,1136.477588,829.0589149,12932.3219
All Causes,1987,Logan,170,17785.56,955.8315847,850.4873532,4004.779362
All Causes,1987,Mesa,751,85604.68,877.2884847,890.4600603,1006.96475
All Causes,1987,Mineral,,783.62,,,
All Causes,1987,Moffat,63,11931.53,528.0127528,860.6760475,11611.75211
All Causes,1987,Montezuma,144,18237.52,789.5810395,894.030418,5386.141463
All Causes,1987,Montrose,228,23867.6,955.2699057,902.8357562,3378.941009
All Causes,1987,Morgan,230,21723.54,1058.7593,984.6898777,3996.432883
All Causes,1987,Otero,238,20959.54,1135.521104,936.8274621,3611.056652
All Causes,1987,Ouray,16,2196.47,728.4415448,797.1779226,40427.23986
All Causes,1987,Park,41,6982.49,587.1830823,1114.549285,36986.40386
All Causes,1987,Phillips,56,4456.48,1256.597135,795.9777689,11149.71901
All Causes,1987,Pitkin,27,12087.48,223.3716209,470.9585828,13882.77686
All Causes,1987,Prowers,148,14031.48,1054.771129,1185.594423,8839.899725
All Causes,1987,Pueblo,1205,122883.79,980.6012656,976.2034282,754.5909293
All Causes,1987,Rio Blanco,37,6473.58,571.5539161,924.4979624,22923.51814
All Causes,1987,Rio Grande,115,11803.54,974.283986,1007.10941,8208.824241
All Causes,1987,Routt,60,13907.57,431.4197232,925.589609,15419.63776
All Causes,1987,Saguache,31,4830.52,641.7528548,759.01389,17951.93638
All Causes,1987,San Juan,4,856.6,466.9624095,755.0256979,166404.2824
All Causes,1987,San Miguel,8,3508.49,228.0183213,368.3726387,19539.75729
All Causes,1987,Sedgwick,38,2838.56,1338.70695,873.5843574,18893.40829
All Causes,1987,Summit,16,12451.53,128.4982649,275.8020839,13000.71532
All Causes,1987,Teller,57,12503.51,455.8719911,851.4581038,14448.90617
All Causes,1987,Washington,54,5232.47,1032.017384,865.4510749,13080.5266
All Causes,1987,Weld,874,131073.73,666.800281,860.5896303,812.9941199
All Causes,1987,Yuma,100,9479.53,1054.904621,844.1788381,6809.233471
All Causes,1987,Unknown,,,,,
All Causes,1988,Colorado,21312,3271489.89,651.4463048,861.5337065,33.52878544
All Causes,1988,Adams,1486,269065.26,552.2823719,875.516054,544.7852119
All Causes,1988,Alamosa,99,13760.5,719.4506014,1005.83905,9722.273642
All Causes,1988,Arapahoe,1723,386769.59,445.4848687,783.5604922,383.7057689
All Causes,1988,Archuleta,42,5049.49,831.7671686,1272.594526,34967.95711
All Causes,1988,Baca,64,4773.53,1340.726884,979.3492825,13877.91941
All Causes,1988,Bent,71,5477.51,1296.209409,1134.013576,17028.4726
All Causes,1988,Boulder,1071,218425.86,490.3265575,765.7198111,536.0701709
All Causes,1988,Broomfield,,,,,
All Causes,1988,Chaffee,120,12435.5,964.9792932,896.3888988,6449.726124
All Causes,1988,Cheyenne,26,2254.12,1153.443472,1017.504083,38207.59717
All Causes,1988,Clear Creek,33,7772.49,424.5743642,717.1501137,17360.52271
All Causes,1988,Conejos,49,7899.53,620.2900679,680.8890129,9129.368615
All Causes,1988,Costilla,23,3442.53,668.1132772,673.1415706,20041.67675
All Causes,1988,Crowley,31,3887.49,797.429704,662.9424408,14028.13358
All Causes,1988,Custer,12,2021.49,593.6215366,728.5864666,43781.68479
All Causes,1988,Delta,248,21547.56,1150.942381,807.5023453,2687.250088
All Causes,1988,Denver,4458,479668.2,929.3924425,941.8260535,193.5775858
All Causes,1988,Dolores,11,1636.48,672.1744232,639.6910745,36146.55275
All Causes,1988,Douglas,171,53172.59,321.594265,893.403181,5257.959279
All Causes,1988,Eagle,53,19612.52,270.2355434,761.6533685,19425.62724
All Causes,1988,Elbert,43,9874.52,435.4642048,737.808868,12454.0387
All Causes,1988,El Paso,2068,395312.01,523.1310832,853.4224079,355.1434375
All Causes,1988,Fremont,415,31938.56,1299.36979,962.4260406,2251.75351
All Causes,1988,Garfield,178,27370.54,650.3342645,804.5875656,3527.966193
All Causes,1988,Gilpin,13,3217.58,404.0303582,684.5517332,35700.67694
All Causes,1988,Grand,29,8512.54,340.6738764,701.2702258,18960.529
All Causes,1988,Gunnison,52,10872.52,478.2699871,984.892829,18523.93947
All Causes,1988,Hinsdale,4,534.53,748.3209549,671.9540566,108534.9893
All Causes,1988,Huerfano,68,6337.49,1072.979997,743.8522336,8103.667473
All Causes,1988,Jackson,16,1758.55,909.8404936,1122.506171,61994.72909
All Causes,1988,Jefferson,2419,432475.31,559.3382892,937.9274383,370.4565549
All Causes,1988,Kiowa,10,1756.53,569.3042533,586.2985197,36592.72239
All Causes,1988,Kit Carson,70,7325.5,955.566173,843.6860075,9969.816131
All Causes,1988,Lake,33,5795.58,569.3994389,1022.533873,38581.36708
All Causes,1988,La Plata,196,31224.56,627.711007,860.2940365,3577.782478
All Causes,1988,Larimer,992,180265.8,550.2985037,745.2274199,531.8372078
All Causes,1988,Las Animas,162,14267.49,1135.448492,861.8516249,4756.894563
All Causes,1988,Lincoln,62,4622.52,1341.259746,1026.614242,15931.81196
All Causes,1988,Logan,181,17977.53,1006.812393,900.0293222,4258.798165
All Causes,1988,Mesa,848,87333.66,970.9887345,949.5928806,1017.66442
All Causes,1988,Mineral,6,734.53,816.8488694,922.9911528,136248.432
All Causes,1988,Moffat,81,11799.5,686.4697657,1170.694112,15935.42609
All Causes,1988,Montezuma,149,18155.55,820.6856856,915.3178763,5350.58655
All Causes,1988,Montrose,222,24132.55,919.919362,837.0065612,2987.342905
All Causes,1988,Morgan,233,21876.54,1065.067876,967.3500618,3766.259898
All Causes,1988,Otero,237,20890.55,1134.484252,928.8535598,3546.7276
All Causes,1988,Ouray,18,2264.52,794.8704361,985.1571677,47493.22579
All Causes,1988,Park,35,6938.59,504.4252507,1039.977534,36299.46209
All Causes,1988,Phillips,37,4377.5,845.2312964,527.4352147,7844.720153
All Causes,1988,Pitkin,25,12137.55,205.972375,426.9385197,11369.39365
All Causes,1988,Prowers,121,14276.57,847.542512,944.1629551,7031.739343
All Causes,1988,Pueblo,1192,123782.7,962.9778636,930.9205047,703.9461898
All Causes,1988,Rio Blanco,38,6344.55,598.9392471,926.7729539,21635.21225
All Causes,1988,Rio Grande,107,11623.52,920.5473041,898.6357464,7006.169794
All Causes,1988,Routt,47,13810.51,340.320524,712.6175261,11500.06116
All Causes,1988,Saguache,27,4708.54,573.4261576,677.3094904,16446.41493
All Causes,1988,San Juan,,792.52,,,
All Causes,1988,San Miguel,14,3602.48,388.6211721,755.7402177,41943.74883
All Causes,1988,Sedgwick,30,2839.48,1056.531478,695.3853764,16107.68269
All Causes,1988,Summit,22,12543.54,175.3890847,554.1779515,41063.72073
All Causes,1988,Teller,52,12522.54,415.251219,672.7123943,10257.88354
All Causes,1988,Washington,46,5187.51,886.7452786,780.2820441,13071.25767
All Causes,1988,Weld,806,131925.84,610.949303,778.0249676,720.574511
All Causes,1988,Yuma,115,9609.53,1196.728664,1016.460569,8687.913786
All Causes,1988,Unknown,,,,,
All Causes,1989,Colorado,21056,3284579.11,641.05626,824.8879435,31.11034244
All Causes,1989,Adams,1429,266817.32,535.5724284,837.3078184,514.5256614
All Causes,1989,Alamosa,103,13705.51,751.5225628,1032.178519,9967.774056
All Causes,1989,Arapahoe,1712,389548.25,439.4834273,728.3907789,329.1121681
All Causes,1989,Archuleta,35,5241.52,667.7452342,823.9345041,21490.84518
All Causes,1989,Baca,52,4674.51,1112.416061,798.1572774,11929.42099
All Causes,1989,Bent,48,5255.53,913.32368,751.6434796,10925.38949
All Causes,1989,Boulder,1065,222399.89,478.8671433,744.6516889,505.8846769
All Causes,1989,Broomfield,,,,,
All Causes,1989,Chaffee,121,12604.54,959.9715658,869.5713837,6075.473798
All Causes,1989,Cheyenne,35,2359.69,1483.245681,1379.387795,48557.77348
All Causes,1989,Clear Creek,35,7712.49,453.8093404,726.5155571,16470.82218
All Causes,1989,Conejos,63,7668.48,821.5448172,856.8578986,11407.8346
All Causes,1989,Costilla,21,3322.52,632.0503714,593.5795938,16795.35509
All Causes,1989,Crowley,48,3946.53,1216.258333,1041.379227,23185.22746
All Causes,1989,Custer,15,1992.48,752.8306432,754.3820274,38457.24834
All Causes,1989,Delta,265,21250.57,1247.025374,862.7482777,2985.347304
All Causes,1989,Denver,4415,472831.34,933.7367527,930.3342265,191.114593
All Causes,1989,Dolores,17,1586.51,1071.534374,1021.198372,58252.5394
All Causes,1989,Douglas,162,57209.62,283.1691593,736.6930517,3950.121915
All Causes,1989,Eagle,40,20926.54,191.1448333,869.1481907,24886.35556
All Causes,1989,Elbert,56,9770.53,573.1521217,912.103347,14153.36673
All Causes,1989,El Paso,2172,396360.95,547.9853654,861.9354789,342.8153467
All Causes,1989,Fremont,399,32159.59,1240.687459,927.9923117,2235.034079
All Causes,1989,Garfield,206,28854.56,713.925286,905.8929181,3729.362042
All Causes,1989,Gilpin,10,3159.5,316.5057762,366.9365464,15225.23938
All Causes,1989,Grand,40,8223.48,486.4120786,841.2516555,20000.65428
All Causes,1989,Gunnison,36,10554.54,341.0854476,600.5192235,10746.6136
All Causes,1989,Hinsdale,4,521.58,766.9005713,663.7762162,117273.376
All Causes,1989,Huerfano,86,6175.5,1392.59979,949.1974552,10922.2608
All Causes,1989,Jackson,9,1696.51,530.5008518,618.9992123,41775.18125
All Causes,1989,Jefferson,2219,435951.49,509.0015864,810.7770218,303.9968937
All Causes,1989,Kiowa,21,1743.92,1204.183678,1172.4804,62011.31619
All Causes,1989,Kit Carson,74,7246.55,1021.175594,879.8662435,9796.148044
All Causes,1989,Lake,31,5941.52,521.7520096,770.8727059,22897.09857
All Causes,1989,La Plata,198,31854.54,621.5754489,809.9316219,3199.304059
All Causes,1989,Larimer,1042,183643.92,567.4023948,744.2151584,510.8508422
All Causes,1989,Las Animas,161,14005.56,1149.543467,845.9281562,4638.374109
All Causes,1989,Lincoln,47,4594.49,1022.964464,743.0526981,11390.40449
All Causes,1989,Logan,162,17770.51,911.6226828,780.8304226,3576.566702
All Causes,1989,Mesa,819,90638.7,903.5875404,872.7481265,894.9008912
